,index,business_activity_2014,user_activity_2014,review_activity_2014,mean_stars_2014,std_stars_2014,business_activity_2013,user_activity_2013,review_activity_2013,mean_stars_2013,std_stars_2013,business_activity_2012,user_activity_2012,review_activity_2012,mean_stars_2012,std_stars_2012,business_activity_2011,user_activity_2011,review_activity_2011,mean_stars_2011,std_stars_2011,business_activity_2010,user_activity_2010,review_activity_2010,mean_stars_2010,std_stars_2010
15,28211,145.0,1058.0,1395.0,3.817204301075269,1.2907315268095048,155.0,747.0,1158.0,3.7694300518134716,1.2069511378353464,131.0,491.0,793.0,3.8663303909205546,1.1302939533621525,132.0,401.0,769.0,3.8842652795838752,1.05122672009187,91.0,199.0,362.0,3.776243093922652,1.0642460437195305
16,85122,44.0,134.0,175.0,3.8114285714285714,1.455818967796159,31.0,74.0,86.0,3.441860465116279,1.5308947876615142,34.0,57.0,70.0,3.8142857142857145,1.3651230994326318,18.0,36.0,45.0,3.911111111111111,1.2214414402332974,13.0,18.0,23.0,3.6956521739130435,1.1051442772406626
17,89110,100.0,423.0,554.0,3.5938628158844765,1.522358461976769,76.0,191.0,238.0,3.533613445378151,1.4772980988039792,54.0,107.0,160.0,3.2125,1.4070241579774228,56.0,77.0,139.0,3.741007194244604,1.258813160247237,32.0,55.0,67.0,3.671641791044776,1.363907707060328
18,89109,1515.0,33571.0,59682.0,3.584112462719078,1.3903410723273442,1403.0,22908.0,44277.0,3.6210222011428055,1.3200876885446327,1307.0,17441.0,37330.0,3.6291454594160193,1.2740639817972124,1148.0,15935.0,36695.0,3.636162964981605,1.2287038209721626,981.0,10148.0,24878.0,3.602580593295281,1.2193867890920278
19,H2X ,240.0,989.0,1418.0,3.7510578279266573,1.2343940176729218,223.0,668.0,1029.0,3.7551020408163267,1.134138505687634,224.0,542.0,904.0,3.734513274336283,1.107851364830458,182.0,364.0,539.0,3.758812615955473,1.1148254402460163,150.0,200.0,365.0,3.7150684931506848,1.1197123886105254
20,85299,11.0,59.0,60.0,4.166666666666667,1.531219373036268,10.0,29.0,30.0,3.6666666666666665,1.8631329442141513,6.0,10.0,10.0,4.1,1.66332999331662,3.0,7.0,7.0,5.0,0.0,3.0,4.0,4.0,4.75,0.5
21,85345,162.0,894.0,1079.0,3.6116774791473585,1.5501190521526729,145.0,530.0,697.0,3.5265423242467717,1.5179760832667548,109.0,323.0,387.0,3.785529715762274,1.395030935835661,85.0,232.0,310.0,3.832258064516129,1.2660329951615266,54.0,147.0,197.0,3.771573604060914,1.2052622971843039
22,61801,109.0,513.0,702.0,3.786324786324786,1.3742842608422545,95.0,328.0,416.0,3.9350961538461537,1.2999050902832128,79.0,234.0,327.0,3.871559633027523,1.294876056540197,81.0,264.0,420.0,3.895238095238095,1.2295006225635638,67.0,194.0,310.0,3.629032258064516,1.2389821347976069
23,85044,242.0,1674.0,2241.0,3.6238286479250337,1.4940189611713917,221.0,1105.0,1515.0,3.631023102310231,1.3951089109134285,173.0,778.0,1042.0,3.6679462571976966,1.3836944675157246,164.0,625.0,906.0,3.6479028697571745,1.2851386044097506,127.0,396.0,637.0,3.6138147566718994,1.1955094373059372
24,85009,85.0,372.0,396.0,3.803030303030303,1.5820483146748323,69.0,196.0,221.0,3.8687782805429864,1.4541391863725779,49.0,112.0,128.0,3.9140625,1.3341507295996726,35.0,71.0,75.0,3.8533333333333335,1.3016967444126202,22.0,41.0,43.0,3.813953488372093,1.2393510965994678
25,89169,211.0,3908.0,4532.0,3.701235657546337,1.4143285019840868,188.0,2837.0,3387.0,3.7115441393563624,1.3515516475228706,163.0,2365.0,2914.0,3.7333562113932737,1.300375949263965,141.0,2053.0,2547.0,3.7605025520219866,1.2223222583883897,115.0,1316.0,1703.0,3.744568408690546,1.194357882191215
26,28203,264.0,1894.0,2943.0,3.9541284403669725,1.2546050238853563,238.0,1219.0,2123.0,3.875176636834668,1.1601134627065826,226.0,845.0,1600.0,3.8175,1.1608341655787808,205.0,700.0,1522.0,3.7963206307490145,1.10192569338816,152.0,372.0,901.0,3.809100998890122,1.0599608859707466
27,85021,162.0,736.0,876.0,3.8687214611872145,1.451660317621183,133.0,593.0,751.0,3.77762982689747,1.3652175314295167,103.0,355.0,428.0,3.871495327102804,1.2876027895946887,96.0,308.0,377.0,3.8222811671087533,1.26437777796656,77.0,160.0,216.0,3.6712962962962963,1.2269493972564962
28,85295,192.0,1516.0,2024.0,3.7648221343873516,1.466389861829086,167.0,884.0,1142.0,3.6427320490367774,1.4737655230169704,121.0,489.0,661.0,3.7397881996974283,1.3647308372360338,92.0,391.0,562.0,3.7419928825622777,1.2886374182333744,60.0,197.0,258.0,3.7713178294573644,1.1459754513807243
29,89104,333.0,4067.0,4948.0,3.9357316087308005,1.3590775188929798,300.0,2521.0,3087.0,3.8415937803692906,1.3383446308071396,250.0,1843.0,2251.0,3.814749000444247,1.269076713062646,205.0,1480.0,1889.0,3.8856537850714665,1.1921577293638226,164.0,823.0,1081.0,3.843663274745606,1.1857873979671838
30,85202,251.0,1694.0,2137.0,3.8521291530182498,1.4077887960106488,225.0,1154.0,1478.0,3.8579161028416777,1.3515863398692012,187.0,831.0,1103.0,3.898458748866727,1.2560660001043074,153.0,728.0,1014.0,3.942800788954635,1.150424809198033,128.0,464.0,658.0,3.9148936170212765,1.1581450308842738
31,53593,35.0,136.0,163.0,3.754601226993865,1.3009589271464115,34.0,99.0,132.0,3.6136363636363638,1.3515483191975073,27.0,56.0,80.0,3.6,1.4016265415670883,20.0,39.0,50.0,3.66,1.394010511482051,13.0,21.0,32.0,3.59375,1.1600716051314497
32,89138,11.0,164.0,169.0,3.7159763313609466,1.4927739915716147,8.0,43.0,44.0,3.8863636363636362,1.4012603810110098,4.0,4.0,4.0,4.5,1.0,3.0,3.0,3.0,3.6666666666666665,2.309401076758503,2.0,2.0,2.0,3.0,1.4142135623730951
33,89120,188.0,1605.0,1841.0,4.129277566539924,1.3288667816822057,157.0,914.0,1056.0,4.122159090909091,1.228894419812068,109.0,538.0,624.0,4.080128205128205,1.1653047395531453,80.0,357.0,429.0,4.013986013986014,1.1878631603237815,58.0,208.0,274.0,3.948905109489051,1.1630524943079406
34,28213,82.0,316.0,364.0,3.728021978021978,1.4162323195672066,86.0,265.0,334.0,3.7784431137724552,1.3351393066739181,65.0,180.0,257.0,3.6653696498054473,1.2796816466338483,59.0,127.0,187.0,3.6524064171122994,1.150984658194652,36.0,69.0,95.0,3.7578947368421054,1.018089465132882
35,89118,455.0,5462.0,6732.0,3.994503862150921,1.4008506363132318,389.0,3023.0,3765.0,3.9779548472775565,1.3729559487764211,266.0,1546.0,1963.0,3.937850229240958,1.3157126431757569,206.0,979.0,1354.0,3.8870014771048744,1.2640083434792289,132.0,436.0,595.0,3.7932773109243696,1.2789233616822901
36,85254,447.0,3679.0,4981.0,3.863280465769926,1.3878339713257226,406.0,2458.0,3585.0,3.8663877266387727,1.3053589451726217,335.0,1765.0,2578.0,3.7754072924747866,1.3115647540742918,301.0,1462.0,2371.0,3.785744411640658,1.241198237092267,202.0,774.0,1175.0,3.7880851063829786,1.1991739034320124
37,85013,214.0,1967.0,2416.0,3.8741721854304636,1.418562002528966,193.0,1206.0,1538.0,4.0,1.2676855585442213,157.0,901.0,1132.0,3.9717314487632507,1.2335909376922805,151.0,814.0,1118.0,3.9651162790697674,1.186178057443468,125.0,657.0,930.0,3.970967741935484,1.1280817753875498
38,15219,110.0,550.0,661.0,3.5975794251134645,1.407208782015694,103.0,390.0,509.0,3.5854616895874263,1.2732347796614965,80.0,257.0,345.0,3.533333333333333,1.226958172306272,85.0,213.0,294.0,3.574829931972789,1.1798272296388421,56.0,132.0,185.0,3.7945945945945945,1.1329899712577436
39,61820,276.0,1017.0,1838.0,3.632752992383025,1.3498338109886951,253.0,703.0,1271.0,3.6601101494885917,1.3507558643886657,237.0,606.0,1140.0,3.6903508771929823,1.298913525745783,242.0,564.0,1294.0,3.7078825347758886,1.2669819685761317,214.0,402.0,953.0,3.703043022035677,1.2087570771112317
40,85282,465.0,3064.0,3998.0,3.7508754377188596,1.4918569676416442,428.0,1917.0,2577.0,3.7264260768335276,1.3954409997975579,351.0,1270.0,1790.0,3.612290502793296,1.403686277023206,303.0,1083.0,1702.0,3.846063454759107,1.2518460501603654,222.0,691.0,1068.0,3.76310861423221,1.2180563124582346
41,28202,320.0,2422.0,3915.0,3.6521072796934866,1.3149983936898477,305.0,1605.0,2871.0,3.6962730755834206,1.1921856661971628,297.0,1236.0,2493.0,3.696750902527076,1.172645635236354,276.0,863.0,2056.0,3.630350194552529,1.1224465258256902,219.0,464.0,1175.0,3.5872340425531917,1.0852929289366595
42,89139,264.0,3380.0,4472.0,3.9199463327370303,1.4017706784343618,232.0,1796.0,2468.0,3.8261750405186388,1.3714958432851918,170.0,1066.0,1538.0,3.737971391417425,1.3572625610243492,141.0,774.0,1190.0,3.819327731092437,1.2574940912618024,110.0,380.0,617.0,3.7779578606158832,1.1300070587243445
43,15222,340.0,2552.0,4360.0,3.83302752293578,1.2471986537524116,322.0,1661.0,2966.0,3.793324342548887,1.2278812448390424,296.0,1187.0,2270.0,3.6841409691629954,1.2169887978924139,250.0,832.0,1620.0,3.7160493827160495,1.1527507494394258,181.0,503.0,858.0,3.737762237762238,1.1614161192180794
44,85286,167.0,1243.0,1508.0,3.7082228116710874,1.4970925232979815,142.0,704.0,904.0,3.6393805309734515,1.3883066691614847,104.0,433.0,588.0,3.7210884353741496,1.3222370849021605,90.0,433.0,591.0,3.598984771573604,1.3579392355935196,51.0,140.0,179.0,3.6089385474860336,1.3252638031304431
45,89015,208.0,879.0,1248.0,3.5673076923076925,1.5552756155916587,205.0,601.0,982.0,3.685336048879837,1.3827865759700027,167.0,338.0,593.0,3.6408094435075884,1.3646678213445835,124.0,240.0,396.0,3.595959595959596,1.2998086863643399,86.0,116.0,215.0,3.73953488372093,1.057713000771825
46,85015,130.0,732.0,878.0,3.6799544419134396,1.4730831613329223,124.0,532.0,697.0,3.7546628407460547,1.3577403397284131,95.0,385.0,442.0,3.771493212669683,1.3332659970068572,94.0,384.0,485.0,3.8989690721649484,1.2009375508774836,65.0,246.0,353.0,3.8838526912181304,1.1234053854493744
47,28270,47.0,161.0,195.0,3.707692307692308,1.4436824006372024,45.0,113.0,154.0,3.75974025974026,1.2369855558685328,49.0,103.0,152.0,3.7697368421052633,1.27362648904636,39.0,80.0,126.0,3.619047619047619,1.2576622303759804,25.0,55.0,73.0,4.109589041095891,0.9510468477130352
48,85022,207.0,1220.0,1573.0,3.7654164017800382,1.451164017350361,193.0,810.0,1062.0,3.8314500941619585,1.4031167564695288,162.0,525.0,674.0,3.7685459940652817,1.363879820601274,152.0,433.0,635.0,3.751181102362205,1.324774020473133,115.0,292.0,470.0,3.7893617021276595,1.2218225476622104
49,15203,194.0,1159.0,1844.0,3.8345986984815617,1.257112721471529,178.0,777.0,1188.0,3.75,1.2459707596693983,175.0,614.0,1084.0,3.699261992619926,1.202474906142416,141.0,479.0,852.0,3.637323943661972,1.2191832804937197,118.0,305.0,523.0,3.6787762906309753,1.1547290876868908
50,28207,54.0,290.0,333.0,4.018018018018018,1.2172107804368653,51.0,188.0,219.0,3.7534246575342465,1.3004673322085067,47.0,118.0,160.0,3.75,1.1547005383792515,39.0,116.0,144.0,3.8402777777777777,1.1687252899714302,26.0,63.0,101.0,4.0495049504950495,0.9630808649720165
51,85308,475.0,2628.0,3817.0,3.685878962536023,1.4780335039521981,425.0,1646.0,2533.0,3.670746150809317,1.4020694321766463,350.0,1020.0,1658.0,3.632086851628468,1.3760545918993787,304.0,908.0,1601.0,3.6502186133666457,1.3233769359779268,218.0,481.0,894.0,3.7024608501118568,1.225363984195032
52,85012,149.0,2469.0,3158.0,4.054148195060165,1.2070614556940373,140.0,1744.0,2352.0,4.04889455782313,1.1362660059802812,122.0,1108.0,1521.0,4.036817882971729,1.1522113174678688,110.0,1089.0,1537.0,3.951854261548471,1.120487830699859,90.0,809.0,1212.0,3.9702970297029703,1.0507088139051297
53,53527,6.0,20.0,20.0,3.6,1.2732056517228265,9.0,19.0,23.0,3.5217391304347827,1.7021260827509306,2.0,2.0,2.0,2.0,1.4142135623730951,2.0,3.0,3.0,3.3333333333333335,1.5275252316519468,1.0,1.0,1.0,5.0,
54,85226,438.0,3024.0,4208.0,3.678231939163498,1.4443422603939218,397.0,1855.0,2841.0,3.6698345652939106,1.3748629665705137,333.0,1272.0,1999.0,3.6623311655827915,1.3089117687615903,305.0,1113.0,1810.0,3.649171270718232,1.2397113906776167,205.0,623.0,1077.0,3.613741875580316,1.2084417368872715
55,H2T ,157.0,687.0,1065.0,4.096713615023474,1.0921105049108526,155.0,522.0,838.0,4.076372315035799,1.015478871231898,137.0,362.0,662.0,4.0120845921450154,1.0465007777617923,110.0,210.0,371.0,4.202156334231806,0.9121377843592025,67.0,95.0,149.0,4.140939597315437,0.9657662846657746
56,85051,160.0,1131.0,1306.0,3.801684532924962,1.459973309478272,140.0,722.0,880.0,3.7920454545454545,1.3836952052889844,107.0,456.0,537.0,3.8324022346368714,1.317870994182826,80.0,373.0,473.0,3.788583509513742,1.220289586837664,83.0,239.0,334.0,3.805389221556886,1.173212395744744
57,85296,241.0,1795.0,2260.0,3.7238938053097344,1.5261784878175193,212.0,1163.0,1539.0,3.7121507472384665,1.4076427974244243,163.0,703.0,967.0,3.798345398138573,1.3194191239617554,143.0,595.0,841.0,3.8109393579072535,1.2348796730987373,101.0,349.0,504.0,3.984126984126984,1.1261159835891956
58,85204,242.0,1523.0,1957.0,3.624425140521206,1.4887019088304285,216.0,930.0,1233.0,3.6309813463098135,1.4030048089618008,187.0,642.0,873.0,3.6964490263459338,1.3170368255971365,157.0,509.0,752.0,3.702127659574468,1.2990197040092843,125.0,329.0,440.0,3.55,1.2850108355108956
59,85228,5.0,17.0,19.0,3.6315789473684212,1.3420765964144055,4.0,11.0,12.0,3.8333333333333335,1.1934162828797101,3.0,11.0,11.0,3.3636363636363638,1.2862913567871994,,,,,,,,,,
60,85224,381.0,2609.0,3652.0,3.8211938663745895,1.3892256290697163,338.0,1706.0,2462.0,3.8160032493907394,1.3497707710895241,284.0,1041.0,1652.0,3.8407990314769975,1.267668621631537,246.0,1018.0,1542.0,3.8300907911802855,1.223149992232037,180.0,619.0,1077.0,3.766016713091922,1.1516257345310443
61,89128,291.0,2304.0,3100.0,3.770967741935484,1.4612767756413503,258.0,1528.0,2110.0,3.8464454976303317,1.358158241176621,216.0,939.0,1381.0,3.8175235336712525,1.2876267154430188,168.0,773.0,1154.0,3.836221837088388,1.2242299125407374,122.0,375.0,688.0,3.7819767441860463,1.1000175409663404
62,28269,89.0,343.0,441.0,3.546485260770975,1.468840801567836,84.0,208.0,271.0,3.5904059040590406,1.4162222248599388,72.0,157.0,214.0,3.6448598130841123,1.276382332292968,57.0,115.0,167.0,3.9760479041916166,1.1404506391518954,32.0,44.0,76.0,3.8157894736842106,1.0028030888901964
63,53704,248.0,1095.0,1819.0,3.7866959868059373,1.273673093026298,221.0,810.0,1265.0,3.8197628458498025,1.260056360771616,190.0,543.0,824.0,3.7985436893203883,1.2580521948400634,145.0,395.0,587.0,3.8143100511073254,1.2384344099157243,106.0,238.0,396.0,3.724747474747475,1.2518315439988597
64,85353,53.0,198.0,226.0,3.2212389380530975,1.6505057179171145,41.0,107.0,139.0,3.2302158273381294,1.5572018139319315,32.0,83.0,103.0,3.6601941747572817,1.4789596108595964,28.0,60.0,69.0,3.7681159420289854,1.2619421019653407,17.0,27.0,34.0,3.2941176470588234,1.3823434595950477
65,89052,475.0,3349.0,4733.0,3.7933657299809846,1.4802098046957586,417.0,2089.0,3302.0,3.8252574197456086,1.3518053196722593,318.0,1393.0,2229.0,3.8488111260655002,1.2630022774762786,252.0,1128.0,1871.0,3.81560662747194,1.1956660342654883,193.0,493.0,841.0,3.8513674197384065,1.1000113243287764
66,28277,323.0,1504.0,2472.0,3.6537216828478964,1.3749781294780725,308.0,956.0,1908.0,3.5938155136268346,1.255550241756843,280.0,620.0,1359.0,3.6497424576894777,1.2084866233829712,232.0,478.0,1042.0,3.6660268714011517,1.1744057917664092,142.0,242.0,451.0,3.6031042128603104,1.1756375614032637
67,89146,417.0,5161.0,7006.0,3.954753068798173,1.3063648460657011,367.0,3360.0,4656.0,3.932774914089347,1.2677914139997077,274.0,2104.0,2993.0,3.901436685599733,1.2115646817340686,235.0,1676.0,2365.0,3.8587737843551797,1.1548526403704742,185.0,1150.0,1772.0,3.824492099322799,1.1008997508273686
68,28204,148.0,1089.0,1455.0,3.9539518900343644,1.2046205109496033,142.0,725.0,1124.0,3.797153024911032,1.1709419189067392,140.0,628.0,1037.0,3.7627772420443586,1.143912544220582,116.0,464.0,918.0,3.8289760348583877,1.0495620094300222,87.0,250.0,508.0,3.7874015748031495,1.055687489319636
69,H4B ,17.0,50.0,53.0,3.69811320754717,1.2646815601075443,11.0,22.0,25.0,3.4,1.5275252316519468,8.0,21.0,21.0,3.857142857142857,1.1526367287968176,7.0,14.0,16.0,4.5625,0.7274384280931732,4.0,9.0,9.0,4.333333333333333,0.8660254037844386
70,53713,75.0,279.0,316.0,3.420886075949367,1.4331917448325953,71.0,209.0,254.0,3.5196850393700787,1.3936637738841298,56.0,134.0,159.0,3.7861635220125787,1.264734824231135,43.0,80.0,110.0,3.536363636363636,1.2390975757926732,28.0,55.0,64.0,3.375,1.4420003742596879
71,53716,87.0,263.0,356.0,3.730337078651685,1.3739142802366537,85.0,167.0,241.0,3.4979253112033195,1.3878174751740016,64.0,134.0,163.0,3.6625766871165646,1.3481622557571533,56.0,90.0,117.0,3.5811965811965814,1.409568998930819,44.0,55.0,79.0,3.7088607594936707,1.2623939278535314
72,85395,96.0,866.0,1101.0,3.7202543142597637,1.5002540175195809,95.0,485.0,713.0,3.6185133239831697,1.349279678887494,66.0,348.0,518.0,3.7393822393822393,1.3192640542033136,59.0,208.0,320.0,3.4875,1.3599165565402722,37.0,97.0,142.0,3.640845070422535,1.3173234700569032
73,89121,326.0,2100.0,2544.0,3.8459119496855347,1.4397859821894137,295.0,1285.0,1696.0,3.8985849056603774,1.310848000380826,238.0,841.0,1093.0,3.854528819762123,1.2759647941816439,198.0,672.0,889.0,3.875140607424072,1.2721641344327461,135.0,361.0,508.0,3.8346456692913384,1.1513736211260857
74,89130,216.0,1571.0,1897.0,3.77227200843437,1.4939437351447662,188.0,785.0,1041.0,3.6781940441882806,1.4341960374541236,136.0,469.0,625.0,3.624,1.4134427872469804,115.0,306.0,408.0,3.5980392156862746,1.3152651579832824,80.0,172.0,261.0,3.8160919540229883,1.1980310991743326
75,H4N ,18.0,36.0,45.0,3.6444444444444444,1.3340906939927208,13.0,24.0,26.0,3.6538461538461537,1.5477030126560507,12.0,19.0,23.0,4.0,1.044465935734187,8.0,8.0,9.0,2.7777777777777777,1.3017082793177757,3.0,4.0,4.0,4.25,0.5
76,85004,304.0,4446.0,6045.0,3.8544251447477254,1.3249311088928528,286.0,3009.0,4628.0,3.8470181503889367,1.238187222037795,259.0,2159.0,3397.0,3.822490432734766,1.2271422136997863,228.0,1942.0,3198.0,3.8045653533458412,1.1738008203772938,191.0,1305.0,2286.0,3.7388451443569553,1.1702158156602946
77,85382,210.0,1380.0,1843.0,3.663049376017363,1.5038412023344234,180.0,841.0,1167.0,3.627249357326478,1.4283497748370428,150.0,562.0,765.0,3.542483660130719,1.3487774574187679,139.0,453.0,662.0,3.6797583081570995,1.2652152719243464,86.0,249.0,354.0,3.562146892655367,1.238125202885992
78,89183,177.0,2402.0,3115.0,3.725521669341894,1.4412405706746352,157.0,1373.0,1833.0,3.69012547735952,1.3425337917771127,132.0,993.0,1364.0,3.658357771260997,1.3015016783652997,112.0,790.0,1097.0,3.5469462169553325,1.2821885764045822,89.0,458.0,658.0,3.642857142857143,1.139488675797201
79,85048,178.0,949.0,1235.0,3.648582995951417,1.5344464631693717,170.0,634.0,851.0,3.6921269095182137,1.43294729195532,134.0,471.0,609.0,3.61247947454844,1.4692826055559212,115.0,450.0,609.0,3.7389162561576357,1.350857235586337,78.0,294.0,418.0,3.952153110047847,1.1474537155192315
80,85281,745.0,6438.0,9737.0,3.717469446441409,1.4191349355866982,670.0,4239.0,7053.0,3.6807032468453142,1.3642456351893693,597.0,2990.0,5342.0,3.732497192062898,1.288313848437559,546.0,2748.0,5423.0,3.713811543426148,1.237541046299394,450.0,1839.0,3836.0,3.7004692387904066,1.1989607794055857
81,85392,109.0,877.0,1109.0,3.781785392245266,1.42222941914761,84.0,373.0,506.0,3.7015810276679844,1.3289903375058423,62.0,247.0,334.0,3.8622754491017965,1.3010329352767065,58.0,163.0,216.0,3.7731481481481484,1.3151784020097173,35.0,110.0,157.0,3.751592356687898,1.1131846838930304
82,53717,76.0,385.0,490.0,3.595918367346939,1.39381619753269,72.0,245.0,320.0,3.65625,1.2916266384062975,59.0,185.0,232.0,3.5775862068965516,1.316895615377418,46.0,158.0,193.0,3.5751295336787563,1.3290829814858447,31.0,96.0,110.0,3.727272727272727,1.1162608858615535
83,85210,261.0,1833.0,2189.0,3.8949291914116033,1.4299348807779282,225.0,942.0,1153.0,3.7163920208152645,1.4649434096266312,185.0,562.0,696.0,3.670977011494253,1.3611536239381568,152.0,518.0,656.0,3.698170731707317,1.3007559780057256,127.0,309.0,412.0,3.7354368932038833,1.2023523389004673
84,89074,230.0,1486.0,1872.0,3.840811965811966,1.5012131146196825,214.0,857.0,1112.0,3.7652877697841727,1.4393655805422565,170.0,551.0,769.0,3.6033810143042913,1.421574468863482,127.0,379.0,497.0,3.7967806841046277,1.3032797098883988,82.0,163.0,220.0,3.7590909090909093,1.307218836916073
85,89101,445.0,6908.0,9836.0,3.8145587637250915,1.3468128861061028,390.0,3791.0,5751.0,3.7056164145366024,1.301544807213501,297.0,2535.0,3942.0,3.645357686453577,1.2559131941323258,237.0,1822.0,2684.0,3.6747391952309987,1.2220863662741355,184.0,992.0,1518.0,3.7200263504611333,1.1838317502992002
86,89108,211.0,1266.0,1537.0,3.509433962264151,1.533079945566067,194.0,743.0,966.0,3.560041407867495,1.4316980021177885,152.0,492.0,680.0,3.5764705882352943,1.4006223787068939,128.0,351.0,508.0,3.5413385826771653,1.1951016806730272,97.0,174.0,289.0,3.7197231833910034,1.1491204031276596
87,85233,217.0,1554.0,1806.0,3.9246954595791803,1.4219799279574938,185.0,786.0,974.0,3.771047227926078,1.4408314987670046,145.0,493.0,629.0,3.7249602543720193,1.3552317380080774,111.0,390.0,490.0,3.7510204081632654,1.319683058092277,97.0,232.0,298.0,3.546979865771812,1.3631048459829014
88,89105,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,
89,28209,175.0,970.0,1308.0,3.7782874617737003,1.3195323195731672,186.0,774.0,1253.0,3.836392657621708,1.1793824177214072,165.0,522.0,859.0,3.8626309662398137,1.1495364698825745,135.0,392.0,756.0,3.8293650793650795,1.0541548796306608,108.0,233.0,428.0,3.703271028037383,1.1280077363670247
